"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","group"
"ko02024...1","Cellular Processes","Cellular community - prokaryotes","ko02024","Quorum sensing","24/409","283/14535",0.0848056537102474,3.01381461290573,5.82129260953131,1.58235535444485e-06,4.87892900953828e-05,4.10857179750592e-05,"K12295/K14982/K14983/K20262/K20261/K20391/K12990/K20375/K20342/K03071/K12293/K01497/K12292/K20480/K20379/K01626/K01635/K20488/K20487/K12294/K07645/K07707/K12296/K20345",24,"Plaque"
"ko01240...2","Metabolism","Global and overview maps","ko01240","Biosynthesis of cofactors","24/409","380/14535",0.0631578947368421,2.24449877750611,4.18288540518985,0.000197747676134338,0.0031821377086312,0.00267969491253154,"K00254/K00355/K21977/K22316/K19965/K02496/K08310/K01195/K03182/K08973/K01497/K01920/K01919/K02302/K00230/K03181/K00228/K01599/K03186/K00226/K13940/K02170/K00568/K03342",24,"Plaque"
"ko01200...3","Metabolism","Global and overview maps","ko01200","Carbon metabolism","19/409","382/14535",0.049738219895288,1.76759175104648,2.58691618522084,0.0119987213625968,0.0887905380832166,0.0747709794384982,"K01616/K11263/K00131/K01595/K00163/K00886/K01057/K03841/K00242/K09788/K18558/K14080/K00121/K20455/K00161/K01070/K00162/K00247/K01690",19,"Plaque"
"ko00190...4","Metabolism","Energy metabolism","ko00190","Oxidative phosphorylation","17/409","224/14535",0.0758928571428571,2.69707256374432,4.35546032145713,0.000206408932451753,0.0031821377086312,0.00267969491253154,"K00406/K03889/K03890/K03891/K00332/K00413/K00412/K00405/K00407/K02119/K00404/K00411/K00242/K02122/K22468/K00335/K00247",17,"Plaque"
"ko00500...5","Metabolism","Carbohydrate metabolism","ko00500","Starch and sucrose metabolism","15/409","107/14535",0.14018691588785,4.98194822110002,7.03443241515073,3.02015518632748e-07,1.39682177367646e-05,1.17627096730649e-05,"K06896/K16146/K20108/K02438/K01208/K16148/K13057/K18775/K00689/K15778/K05341/K01236/K01212/K01200/K00690",15,"Plaque"
"ko00520...6","Metabolism","Carbohydrate metabolism","ko00520","Amino sugar and nucleotide sugar metabolism","15/409","118/14535",0.127118644067797,4.51752931913307,6.5280866661797,1.09289760070505e-06,4.04372112260869e-05,3.40523884009153e-05,"K00992/K22292/K02793/K02796/K02795/K07102/K02794/K02473/K00886/K00066/K15778/K02744/K09001/K00965/K02746",15,"Plaque"
"ko01250...7","Metabolism","Global and overview maps","ko01250","Biosynthesis of nucleotide sugars","15/409","221/14535",0.0678733031674208,2.41207447808915,3.59929849666656,0.00150704664372856,0.0164002134758696,0.0138107060849428,"K13020/K00992/K22292/K07102/K00523/K02473/K00886/K19180/K00066/K15778/K03274/K09001/K21344/K00965/K17947",15,"Plaque"
"ko00230...8","Metabolism","Nucleotide metabolism","ko00230","Purine metabolism","14/409","224/14535",0.0625,2.22111858190709,3.13394585765728,0.00450435412593978,0.0396812149189933,0.0334157599317838,"K21053/K01525/K00956/K00957/K15778/K19710/K11788/K01430/K01428/K01429/K01120/K08693/K15780/K01589",14,"Plaque"
"ko02060...9","Environmental Information Processing","Membrane transport","ko02060","Phosphotransferase system (PTS)","13/409","72/14535",0.180555555555556,6.41656479217604,7.83981164286487,9.00915935399918e-08,5.5556482682995e-06,4.67844064698905e-06,"K02788/K20108/K20113/K20114/K20112/K02793/K02796/K02795/K02794/K02771/K02744/K02786/K02746",13,"Plaque"
"ko00620...10","Metabolism","Carbohydrate metabolism","ko00620","Pyruvate metabolism","13/409","138/14535",0.0942028985507246,3.34777293504837,4.71524500464184,0.000139988873943966,0.00258979416796337,0.00218087929933758,"K13953/K11263/K01595/K04072/K00163/K20370/K00101/K07248/K03777/K00121/K00161/K00162/K00247",13,"Plaque"
"ko01230...11","Metabolism","Global and overview maps","ko01230","Biosynthesis of amino acids","13/409","241/14535",0.053941908713693,1.91698201260031,2.44251410338457,0.0191216541099353,0.114113097107678,0.096095239669624,"K05602/K04093/K14187/K01523/K01758/K14267/K04092/K01626/K00147/K00931/K00813/K14170/K01696",13,"Plaque"
"ko00052...12","Metabolism","Carbohydrate metabolism","ko00052","Galactose metabolism","11/409","81/14535",0.135802469135802,4.82613420266232,5.87561477398453,1.58114159504088e-05,0.000417873135832232,0.000351893167016616,"K02788/K01819/K01220/K12308/K02082/K15778/K01635/K02744/K00965/K02786/K02746",11,"Plaque"
"ko00010...13","Metabolism","Carbohydrate metabolism","ko00010","Glycolysis / Gluconeogenesis","11/409","108/14535",0.101851851851852,3.61960065199674,4.64947142208399,0.000228301624778413,0.00324890773723127,0.00273592230503686,"K13953/K00131/K04072/K00163/K00886/K03841/K15778/K00121/K00161/K00162/K01792",11,"Plaque"
"ko00920...14","Metabolism","Energy metabolism","ko00920","Sulfur metabolism","11/409","131/14535",0.083969465648855,2.98409824744769,3.88152060498725,0.00118142682688797,0.0145709308649517,0.0122702575704856,"K02046/K02047/K20035/K02048/K00956/K00957/K00185/K17226/K17227/K02045/K01082",11,"Plaque"
"ko00860...15","Metabolism","Metabolism of cofactors and vitamins","ko00860","Porphyrin metabolism","11/409","142/14535",0.0774647887323944,2.75293570715245,3.57173416611332,0.00225688228330646,0.0219749064427208,0.0185051843728175,"K22316/K02496/K07215/K01195/K08973/K08100/K02302/K00230/K00228/K01599/K21480",11,"Plaque"
"ko00330...16","Metabolism","Amino acid metabolism","ko00330","Arginine and proline metabolism","10/409","115/14535",0.0869565217391304,3.09025194004465,3.82921327771642,0.00150139569124138,0.0164002134758696,0.0138107060849428,"K00613/K00797/K09471/K00147/K01426/K01259/K03343/K00316/K00931/K00813",10,"Plaque"
"ko00051...17","Metabolism","Carbohydrate metabolism","ko00051","Fructose and mannose metabolism","10/409","120/14535",0.0833333333333333,2.96149144254279,3.67125328722588,0.00206586154785329,0.0212324659084921,0.0178799712913618,"K01820/K02793/K02796/K02795/K02794/K02771/K03841/K00066/K15778/K00007",10,"Plaque"
"ko00550...18","Metabolism","Glycan biosynthesis and metabolism","ko00550","Peptidoglycan biosynthesis","9/409","55/14535",0.163636363636364,5.81529228717493,6.08785568313237,2.04532642747143e-05,0.000472981736352769,0.000398300409560226,"K07260/K12551/K12552/K12556/K21465/K00687/K12553/K21466/K12554",9,"Plaque"
"ko00900...19","Metabolism","Metabolism of terpenoids and polyketides","ko00900","Terpenoid backbone biosynthesis","9/409","64/14535",0.140625,4.99751680929095,5.45350411039939,7.08599498660357e-05,0.00145656563613518,0.00122658158832436,"K12503/K14215/K21273/K00795/K00021/K03186/K00869/K00938/K01641",9,"Plaque"
"ko00571","Metabolism","Glycan biosynthesis and metabolism","ko00571","Lipoarabinomannan (LAM) biosynthesis","8/409","14/14535",0.571428571428571,20.307369891722,12.2979720876539,9.51153363607989e-10,1.75963372267478e-07,1.48179681909455e-07,"K13687/K16647/K11387/K13671/K14337/K14339/K16648/K22311",8,"Plaque"
"ko01501","Human Diseases","Drug resistance: antimicrobial","ko01501","beta-Lactam resistance","8/409","112/14535",0.0714285714285714,2.53842123646525,2.78100075554485,0.013749379089753,0.0911686804216029,0.0767736256181919,"K02171/K01467/K18136/K18133/K12552/K12556/K00687/K12553",8,"Plaque"
"ko05415...22","Human Diseases","Cardiovascular disease","ko05415","Diabetic cardiomyopathy","8/409","160/14535",0.05,1.77689486552567,1.6813686551577,0.0826899941668485,0.355759277229464,0.299586759772181,"K00383/K00413/K00412/K00411/K19720/K06236/K00161/K00162",8,"Plaque"
"ko00572","Metabolism","Glycan biosynthesis and metabolism","ko00572","Arabinogalactan biosynthesis","7/409","13/14535",0.538461538461538,19.1357908595072,11.1311385843324,1.96821403025661e-08,1.82059797798737e-06,1.53313513935778e-06,"K13687/K13686/K16647/K16870/K18851/K16649/K16648",7,"Plaque"
"ko00400...24","Metabolism","Amino acid metabolism","ko00400","Phenylalanine, tyrosine and tryptophan biosynthesis","7/409","74/14535",0.0945945945945946,3.36169298883235,3.46565053781558,0.00472374286307895,0.0397223831668003,0.0334504279299371,"K04093/K14187/K04092/K01626/K00813/K14170/K01696",7,"Plaque"
"ko00650...25","Metabolism","Carbohydrate metabolism","ko00650","Butanoate metabolism","7/409","115/14535",0.0608695652173913,2.16317635803125,2.13086770506907,0.0437069960694976,0.224605396468252,0.18914138649958,"K04072/K00242/K18369/K08324/K03366/K01641/K00247",7,"Plaque"
"ko01220...26","Metabolism","Global and overview maps","ko01220","Degradation of aromatic compounds","7/409","215/14535",0.0325581395348837,1.15704781941207,0.39475193053395,0.40183647221526,0.82820393419876,0.697434891956851,"K13953/K07540/K04072/K07104/K00121/K03186/K00484",7,"Plaque"
"ko00074","Metabolism","Lipid metabolism","ko00074","Mycolic acid biosynthesis","6/409","35/14535",0.171428571428571,6.09221096751659,5.13217007431611,0.000388708433203787,0.00513650429590719,0.00432547730181658,"K12437/K12428/K11263/K18851/K11609/K11533",6,"Plaque"
"ko00480","Metabolism","Metabolism of other amino acids","ko00480","Glutathione metabolism","6/409","57/14535",0.105263157894737,3.74083129584352,3.52784972451542,0.00517256769215853,0.0416054357847534,0.0350361564503186,"K01256/K00383/K00797/K01920/K01919/K00681",6,"Plaque"
"ko00020...29","Metabolism","Carbohydrate metabolism","ko00020","Citrate cycle (TCA cycle)","6/409","70/14535",0.0857142857142857,3.0461054837583,2.91986284192763,0.0137985029827291,0.0911686804216029,0.0767736256181919,"K01616/K00163/K00242/K00161/K00162/K00247",6,"Plaque"
"ko00910...30","Metabolism","Energy metabolism","ko00910","Nitrogen metabolism","6/409","70/14535",0.0857142857142857,3.0461054837583,2.91986284192763,0.0137985029827291,0.0911686804216029,0.0767736256181919,"K04561/K01501/K01674/K00376/K00367/K00368",6,"Plaque"
"ko00790...31","Metabolism","Metabolism of cofactors and vitamins","ko00790","Folate biosynthesis","6/409","84/14535",0.0714285714285714,2.53842123646525,2.40608291771534,0.0309431335644423,0.173469082103692,0.146079227034688,"K19965/K06879/K08310/K01497/K13940/K03342",6,"Plaque"
"ko00040...32","Metabolism","Carbohydrate metabolism","ko00040","Pentose and glucuronate interconversions","6/409","96/14535",0.0625,2.22111858190709,2.04253510416383,0.0535998591333332,0.260946682622806,0.219744574840258,"K01820/K05352/K21030/K21680/K01195/K00007",6,"Plaque"
"ko00270...33","Metabolism","Amino acid metabolism","ko00270","Cysteine and methionine metabolism","6/409","128/14535",0.046875,1.66583893643032,1.28745490335708,0.152482255559206,0.522392912563946,0.439909821106481,"K01758/K00772/K00797/K01920/K01919/K00813",6,"Plaque"
"ko00541...34","Metabolism","Glycan biosynthesis and metabolism","ko00541","Biosynthesis of various nucleotide sugars","6/409","135/14535",0.0444444444444444,1.57946210268949,1.15094695211016,0.180850161476308,0.586009079072199,0.493481329745009,"K13020/K00523/K02473/K19180/K03274/K21344",6,"Plaque"
"ko00740...35","Metabolism","Metabolism of cofactors and vitamins","ko00740","Riboflavin metabolism","5/409","55/14535",0.0909090909090909,3.2307179373194,2.82024185911727,0.018926714161393,0.114113097107678,0.096095239669624,"K22394/K01497/K03186/K00484/K03788",5,"Plaque"
"ko00130","Metabolism","Metabolism of cofactors and vitamins","ko00130","Ubiquinone and other terpenoid-quinone biosynthesis","5/409","64/14535",0.078125,2.77639822738386,2.42340320176475,0.0338698445076748,0.179026320969138,0.150759007131906,"K00355/K03182/K03181/K03186/K00568",5,"Plaque"
"ko00360...37","Metabolism","Amino acid metabolism","ko00360","Phenylalanine metabolism","5/409","75/14535",0.0666666666666667,2.36919315403423,2.02281346177826,0.0599739653197187,0.277379589603699,0.233582812297852,"K18360/K00285/K01426/K15866/K00813",5,"Plaque"
"ko00350...38","Metabolism","Amino acid metabolism","ko00350","Tyrosine metabolism","5/409","85/14535",0.0588235294117647,2.09046454767726,1.71566195558094,0.09137301541555,0.384181996633562,0.323521681375632,"K13953/K04072/K00121/K00813/K00484",5,"Plaque"
"ko00030...39","Metabolism","Carbohydrate metabolism","ko00030","Pentose phosphate pathway","5/409","91/14535",0.0549450549450549,1.95263172035788,1.55112438594024,0.113570474378148,0.452763752921783,0.381274739302554,"K00131/K01057/K03841/K15778/K01690",5,"Plaque"
"ko00561...40","Metabolism","Lipid metabolism","ko00561","Glycerolipid metabolism","5/409","97/14535",0.0515463917525773,1.83185037683059,1.39869234192984,0.138091357923092,0.500919631681805,0.421827058258362,"K13677/K18851/K19002/K00005/K07029",5,"Plaque"
"ko00760...41","Metabolism","Metabolism of cofactors and vitamins","ko00760","Nicotinate and nicotinamide metabolism","5/409","98/14535",0.0510204081632653,1.8131580260466,1.37433986314672,0.142389458969663,0.506577882872841,0.426591901366603,"K00952/K08324/K06211/K08693/K00325",5,"Plaque"
"ko00640...42","Metabolism","Carbohydrate metabolism","ko00640","Propanoate metabolism","5/409","104/14535",0.0480769230769231,1.70855275531315,1.2339150987111,0.169345049898834,0.55944346841579,0.471110289192244,"K11263/K09788/K00005/K17490/K20455",5,"Plaque"
"ko00240...43","Metabolism","Nucleotide metabolism","ko00240","Pyrimidine metabolism","5/409","114/14535",0.043859649122807,1.55867970660147,1.01897203351337,0.218157584459813,0.650954082662344,0.548171859084079,"K00254/K16066/K09019/K00226/K08693",5,"Plaque"
"ko01210...44","Metabolism","Global and overview maps","ko01210","2-Oxocarboxylic acid metabolism","5/409","117/14535",0.0427350427350427,1.51871356027835,0.958545323635954,0.233587222197181,0.659368700615971,0.555257853150291,"K01616/K00163/K00813/K00161/K00162",5,"Plaque"
"ko00564...45","Metabolism","Lipid metabolism","ko00564","Glycerophospholipid metabolism","5/409","118/14535",0.0423728813559322,1.50584310637769,0.938780416118029,0.238798394277135,0.659368700615971,0.555257853150291,"K01096/K01004/K13622/K06132/K07029",5,"Plaque"
"ko00680...46","Metabolism","Energy metabolism","ko00680","Methane metabolism","5/409","197/14535",0.0253807106598985,0.901977089099326,-0.235700797113693,0.654208393322523,0.999994319141838,0.842100479277337,"K01595/K03841/K14080/K00121/K01070",5,"Plaque"
"ko00332","Metabolism","Biosynthesis of other secondary metabolites","ko00332","Carbapenem biosynthesis","4/409","21/14535",0.19047619047619,6.76912329724066,4.50163770490214,0.00252836846241344,0.0233874082773243,0.0196946596019573,"K18568/K18572/K00147/K00931",4,"Plaque"
"ko00785","Metabolism","Metabolism of cofactors and vitamins","ko00785","Lipoic acid metabolism","4/409","31/14535",0.129032258064516,4.58553513684044,3.40044351481089,0.0106582282297317,0.0821571759375151,0.0691849902631706,"K01616/K00163/K00161/K00162",4,"Plaque"
"ko01310...49",NA,NA,"ko01310","Nitrogen cycle","4/409","39/14535",0.102564102564103,3.64491254466805,2.81425962942829,0.0233878991968887,0.135211292232013,0.113862140826958,"K04561/K00376/K00367/K00368",4,"Plaque"
"ko01320",NA,NA,"ko01320","Sulfur cycle","4/409","52/14535",0.0769230769230769,2.73368440850103,2.13101781773879,0.0581192026833794,0.275693653754492,0.232163076845888,"K00956/K00957/K17226/K17227",4,"Plaque"
"ko00220...51","Metabolism","Amino acid metabolism","ko00220","Arginine biosynthesis","4/409","67/14535",0.0597014925373134,2.12166551107543,1.56581752214588,0.119625273643716,0.452763752921783,0.381274739302554,"K01430/K01428/K01429/K00813",4,"Plaque"
"ko01059","Metabolism","Metabolism of terpenoids and polyketides","ko01059","Biosynthesis of enediyne antibiotics","4/409","73/14535",0.0547945205479452,1.9472820444117,1.38061055027426,0.149790061760119,0.522392912563946,0.439909821106481,"K21163/K21173/K21169/K20423",4,"Plaque"
"ko00627...53","Metabolism","Xenobiotics biodegradation and metabolism","ko00627","Aminobenzoate degradation","4/409","91/14535",0.043956043956044,1.56210537628631,0.915249133524812,0.25375873217152,0.670648077881875,0.564756276111053,"K01501/K18248/K01426/K03186",4,"Plaque"
"ko00260...54","Metabolism","Amino acid metabolism","ko00260","Glycine, serine and threonine metabolism","4/409","110/14535",0.0363636363636364,1.29228717492776,0.523591782974267,0.374454503867185,0.824691466850348,0.694477024716083,"K00613/K01758/K16066/K01696",4,"Plaque"
"ko00720...55","Metabolism","Energy metabolism","ko00720","Other carbon fixation pathways","4/409","126/14535",0.0317460317460317,1.12818721620678,0.245899530245624,0.475311872091955,0.879326963370116,0.740485863890624,"K01595/K00242/K18558/K00247",4,"Plaque"
"ko05208","Human Diseases","Cancer: overview","ko05208","Chemical carcinogenesis","4/409","175/14535",0.0228571428571429,0.812294795668879,-0.425072245696257,0.729834548549147,0.999994319141838,0.842100479277337,"K00355/K00413/K00412/K00411",4,"Plaque"
"ko05010","Human Diseases","Neurodegenerative disease","ko05010","Alzheimer disease","4/409","300/14535",0.0133333333333333,0.473838630806846,-1.56691515703215,0.971470770453217,0.999994319141838,0.842100479277337,"K01389/K00413/K00412/K00411",4,"Plaque"
"ko00791","Metabolism","Xenobiotics biodegradation and metabolism","ko00791","Atrazine degradation","3/409","20/14535",0.15,5.33068459657702,3.29767357351142,0.0176669215918958,0.112702775672438,0.094907600566264,"K01430/K01428/K01429",3,"Plaque"
"ko00643...59","Metabolism","Xenobiotics biodegradation and metabolism","ko00643","Styrene degradation","3/409","25/14535",0.12,4.26454767726161,2.7797385163868,0.0321564378032674,0.174968852753073,0.147342191792061,"K01501/K07104/K01426",3,"Plaque"
"ko00626...60","Metabolism","Xenobiotics biodegradation and metabolism","ko00626","Naphthalene degradation","3/409","29/14535",0.103448275862069,3.67633420453587,2.45476621771508,0.0470749477816573,0.235374738908287,0.198210306449084,"K13953/K04072/K00121",3,"Plaque"
"ko00450","Metabolism","Metabolism of other amino acids","ko00450","Selenocompound metabolism","3/409","36/14535",0.0833333333333333,2.96149144254279,2.00499490888109,0.0798211769611876,0.351593279471898,0.29607855113423,"K01758/K00956/K00957",3,"Plaque"
"ko00061","Metabolism","Lipid metabolism","ko00061","Fatty acid biosynthesis","3/409","40/14535",0.075,2.66534229828851,1.79460564578995,0.101929790770681,0.419044695390578,0.352879743486803,"K18474/K11263/K11533",3,"Plaque"
"ko00625...63","Metabolism","Xenobiotics biodegradation and metabolism","ko00625","Chloroalkane and chloroalkene degradation","3/409","43/14535",0.0697674418604651,2.47938818445443,1.65309130606061,0.119921210233337,0.452763752921783,0.381274739302554,"K13953/K04072/K00121",3,"Plaque"
"ko03410","Genetic Information Processing","Replication and repair","ko03410","Base excision repair","3/409","53/14535",0.0566037735849057,2.01157909304793,1.25535957415131,0.186889381974377,0.586009079072199,0.493481329745009,"K10798/K10747/K05522",3,"Plaque"
"ko04922...65","Organismal Systems","Endocrine system","ko04922","Glucagon signaling pathway","3/409","57/14535",0.0526315789473684,1.87041564792176,1.12035191964986,0.215942796146136,0.650954082662344,0.548171859084079,"K03841/K00161/K00162",3,"Plaque"
"ko00071...66","Metabolism","Lipid metabolism","ko00071","Fatty acid degradation","3/409","60/14535",0.05,1.77689486552567,1.02606109580352,0.238312578988822,0.659368700615971,0.555257853150291,"K13953/K04072/K00121",3,"Plaque"
"ko03030...67","Genetic Information Processing","Replication and repair","ko03030","DNA replication","3/409","60/14535",0.05,1.77689486552567,1.02606109580352,0.238312578988822,0.659368700615971,0.555257853150291,"K22316/K02339/K10747",3,"Plaque"
"ko02026...68","Cellular Processes","Cellular community - prokaryotes","ko02026","Biofilm formation","3/409","61/14535",0.0491803278688525,1.74776544150066,0.995819564383055,0.245856778606008,0.665035339379364,0.560029759477359,"K06204/K11931/K07648",3,"Plaque"
"ko04974","Organismal Systems","Digestive system","ko04974","Protein digestion and absorption","3/409","66/14535",0.0454545454545455,1.6153589686597,0.852561810635785,0.284053236505193,0.719860941828229,0.606198687855351,"K01389/K19720/K06236",3,"Plaque"
"ko04260","Organismal Systems","Circulatory system","ko04260","Cardiac muscle contraction","3/409","67/14535",0.0447761194029851,1.59124913330657,0.825369277867312,0.291760797264325,0.729401993160811,0.614233257398578,"K00413/K00412/K00411",3,"Plaque"
"ko00250...71","Metabolism","Amino acid metabolism","ko00250","Alanine, aspartate and glutamate metabolism","3/409","70/14535",0.0428571428571429,1.52305274187915,0.746414237928753,0.314954885382276,0.77688871727628,0.654222077706342,"K22457/K08324/K00813",3,"Plaque"
"ko00280","Metabolism","Amino acid metabolism","ko00280","Valine, leucine and isoleucine degradation","3/409","71/14535",0.0422535211267606,1.50160129481043,0.720921948203296,0.322698718205747,0.785516616685043,0.661487677208457,"K11263/K00253/K01641",3,"Plaque"
"ko03440","Genetic Information Processing","Replication and repair","ko03440","Homologous recombination","3/409","72/14535",0.0416666666666667,1.48074572127139,0.69582033031803,0.330443342470385,0.793922316324952,0.668566161115749,"K03583/K02339/K02686",3,"Plaque"
"ko03070...74","Environmental Information Processing","Membrane transport","ko03070","Bacterial secretion system","3/409","74/14535",0.0405405405405405,1.44072556664244,0.64673977705231,0.345922525691854,0.80492536452323,0.677831885914299,"K03117/K03071/K11904",3,"Plaque"
"ko03018","Genetic Information Processing","Folding, sorting and degradation","ko03018","RNA degradation","3/409","79/14535",0.0379746835443038,1.34954040419671,0.530067882974174,0.384425994970266,0.826962896156968,0.696389807290078,"K08311/K08300/K22468",3,"Plaque"
"ko05146","Human Diseases","Infectious disease: parasitic","ko05146","Amoebiasis","3/409","87/14535",0.0344827586206897,1.22544473484529,0.358872754274109,0.444788136399404,0.869277080386921,0.732022804536354,"K04072/K19720/K06236",3,"Plaque"
"ko00630...77","Metabolism","Carbohydrate metabolism","ko00630","Glyoxylate and dicarboxylate metabolism","3/409","119/14535",0.0252100840336134,0.895913377575969,-0.193995046580353,0.655102118951632,0.999994319141838,0.842100479277337,"K01616/K11263/K07248",3,"Plaque"
"ko01232...78","Metabolism","Global and overview maps","ko01232","Nucleotide metabolism","3/409","123/14535",0.024390243902439,0.866777983183255,-0.252470746420103,0.676975275763131,0.999994319141838,0.842100479277337,"K21053/K08693/K15780",3,"Plaque"
"ko04932","Human Diseases","Endocrine and metabolic disease","ko04932","Non-alcoholic fatty liver disease","3/409","127/14535",0.0236220472440945,0.839477889224727,-0.30915729829641,0.697808586803125,0.999994319141838,0.842100479277337,"K00413/K00412/K00411",3,"Plaque"
"ko04714","Organismal Systems","Environmental adaptation","ko04714","Thermogenesis","3/409","188/14535",0.0159574468085106,0.567094106018832,-1.01656816510383,0.90251421757963,0.999994319141838,0.842100479277337,"K00413/K00412/K00411",3,"Plaque"
"ko05012","Human Diseases","Neurodegenerative disease","ko05012","Parkinson disease","3/409","209/14535",0.0143540669856459,0.510113358524117,-1.21381052130342,0.936467997331689,0.999994319141838,0.842100479277337,"K00413/K00412/K00411",3,"Plaque"
"ko05020","Human Diseases","Neurodegenerative disease","ko05020","Prion disease","3/409","209/14535",0.0143540669856459,0.510113358524117,-1.21381052130342,0.936467997331689,0.999994319141838,0.842100479277337,"K00413/K00412/K00411",3,"Plaque"
"ko05016","Human Diseases","Neurodegenerative disease","ko05016","Huntington disease","3/409","229/14535",0.0131004366812227,0.465561973500176,-1.38707713712162,0.958327987332727,0.999994319141838,0.842100479277337,"K00413/K00412/K00411",3,"Plaque"
"ko05014...84","Human Diseases","Neurodegenerative disease","ko05014","Amyotrophic lateral sclerosis","3/409","280/14535",0.0107142857142857,0.380763185469787,-1.78031480614812,0.986478135913259,0.999994319141838,0.842100479277337,"K00413/K00412/K00411",3,"Plaque"
"ko05022...85","Human Diseases","Neurodegenerative disease","ko05022","Pathways of neurodegeneration","3/409","368/14535",0.00815217391304348,0.289711119379186,-2.34835964832579,0.998290172755161,0.999994319141838,0.842100479277337,"K00413/K00412/K00411",3,"Plaque"
"ko00405","Metabolism","Biosynthesis of other secondary metabolites","ko00405","Phenazine biosynthesis","2/409","16/14535",0.125,4.44223716381418,2.34410498686136,0.0731057846786702,0.329867565013512,0.277783212642957,"K20262/K20261",2,"Plaque"
"ko00521...87","Metabolism","Biosynthesis of other secondary metabolites","ko00521","Streptomycin biosynthesis","2/409","21/14535",0.0952380952380952,3.38456164862033,1.86066965014028,0.116855147160148,0.452763752921783,0.381274739302554,"K15778/K01092",2,"Plaque"
"ko01502","Human Diseases","Drug resistance: antimicrobial","ko01502","Vancomycin resistance","2/409","22/14535",0.0909090909090909,3.2307179373194,1.78164852744226,0.126250593188753,0.467127194798385,0.393370269303903,"K18351/K07260",2,"Plaque"
"ko00982","Metabolism","Xenobiotics biodegradation and metabolism","ko00982","Drug metabolism","2/409","25/14535",0.08,2.84303178484108,1.56932811088404,0.155397894879966,0.522702010050794,0.440170113726984,"K13953/K00121",2,"Plaque"
"ko00261","Metabolism","Biosynthesis of other secondary metabolites","ko00261","Monobactam biosynthesis","2/409","28/14535",0.0714285714285714,2.53842123646525,1.38646882049102,0.185654310501432,0.586009079072199,0.493481329745009,"K00956/K00957",2,"Plaque"
"ko00401...91","Metabolism","Biosynthesis of other secondary metabolites","ko00401","Novobiocin biosynthesis","2/409","30/14535",0.0666666666666667,2.36919315403423,1.27735352484311,0.206252899739048,0.635946440862064,0.535533844936475,"K14187/K00813",2,"Plaque"
"ko01040","Metabolism","Lipid metabolism","ko01040","Biosynthesis of unsaturated fatty acids","2/409","32/14535",0.0625,2.22111858190709,1.176653352829,0.227077616888425,0.659368700615971,0.555257853150291,"K10806/K10805",2,"Plaque"
"ko00980","Metabolism","Xenobiotics biodegradation and metabolism","ko00980","Metabolism of xenobiotics by cytochrome P450","2/409","34/14535",0.0588235294117647,2.09046454767726,1.08317010188374,0.248040207660411,0.665035339379364,0.560029759477359,"K13953/K00121",2,"Plaque"
"ko00460...94","Metabolism","Metabolism of other amino acids","ko00460","Cyanoamino acid metabolism","2/409","37/14535",0.0540540540540541,1.92096742218992,0.954411609056134,0.279571651941241,0.718343827904577,0.604921118235434,"K01501/K00681",2,"Plaque"
"ko00710...95","Metabolism","Energy metabolism","ko00710","Carbon fixation by Calvin cycle","2/409","37/14535",0.0540540540540541,1.92096742218992,0.954411609056134,0.279571651941241,0.718343827904577,0.604921118235434,"K01595/K03841",2,"Plaque"
"ko03430","Genetic Information Processing","Replication and repair","ko03430","Mismatch repair","2/409","44/14535",0.0454545454545455,1.6153589686597,0.69558518838886,0.352426781223685,0.80492536452323,0.677831885914299,"K02339/K10747",2,"Plaque"
"ko00770...97","Metabolism","Metabolism of cofactors and vitamins","ko00770","Pantothenate and CoA biosynthesis","2/409","45/14535",0.0444444444444444,1.57946210268949,0.662432655042615,0.362655137551293,0.817495229782533,0.688417035606344,"K21977/K06133",2,"Plaque"
"ko00340","Metabolism","Amino acid metabolism","ko00340","Histidine metabolism","2/409","47/14535",0.0425531914893617,1.51225094938355,0.598510967719354,0.382923114507664,0.826962896156968,0.696389807290078,"K05602/K01523",2,"Plaque"
"ko03060...99","Genetic Information Processing","Folding, sorting and degradation","ko03060","Protein export","2/409","49/14535",0.0408163265306122,1.45052642083728,0.537512657434082,0.40291002204264,0.82820393419876,0.697434891956851,"K03117/K03071",2,"Plaque"
"ko05230","Human Diseases","Cancer: overview","ko05230","Central carbon metabolism in cancer","2/409","49/14535",0.0408163265306122,1.45052642083728,0.537512657434082,0.40291002204264,0.82820393419876,0.697434891956851,"K00161/K00162",2,"Plaque"
"ko00540...101","Metabolism","Glycan biosynthesis and metabolism","ko00540","Lipopolysaccharide biosynthesis","2/409","50/14535",0.04,1.42151589242054,0.508024125405501,0.41278814796536,0.830063123625995,0.699000525158733,"K12986/K11211",2,"Plaque"
"ko00830","Metabolism","Metabolism of cofactors and vitamins","ko00830","Retinol metabolism","2/409","50/14535",0.04,1.42151589242054,0.508024125405501,0.41278814796536,0.830063123625995,0.699000525158733,"K13953/K00121",2,"Plaque"
"ko00523","Metabolism","Metabolism of terpenoids and polyketides","ko00523","Polyketide sugar unit biosynthesis","2/409","59/14535",0.0338983050847458,1.20467448510215,0.26804644770083,0.497679196048943,0.893889818146159,0.752749320544134,"K19180/K17947",2,"Plaque"
