OTU_ID	100-A	100-P	71-A	71-P	72-A	72-P	73-A	73-P	74-A	74-P	75-A	75-P	76-A	76-P	77-A	77-P	78-A	78-P	79-A	79-P	80-A	80-P	81-A	81-P	82-A	82-P	83-A	83-P	84-A	84-P	85-A	85-P	88-A	88-P	89-A	89-P	90-A	90-P	91-A	91-P	93-A	93-P	94-A	94-P	95-A	95-P	96-A	96-P	97-A	97-P	taxonomy
172	0	320	0	0	0	0	0	115	0	0	0	129	0	0	0	0	0	169	0	183	0	0	0	0	0	55	0	0	0	0	0	0	88	113	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Clostridia; D_3__o__Eubacteriales; D_4__f__Lachnospiraceae; D_5__g__Lachnoanaerobaculum; D_6__g__Lachnoanaerobaculum_s__umeaense
173	0	0	0	58	60	0	0	434	0	0	0	73	0	0	0	0	0	0	0	0	0	4	0	0	0	173	0	0	0	0	0	0	41	255	0	0	69	64	55	90	0	246	0	0	0	0	0	0	0	194	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Bacillales; D_4__f__Gemellaceae; D_5__g__Gemella; D_6__g__Gemella_s__morbillorum
174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Porphyromonadaceae; D_5__g__Porphyromonas; D_6__g__Porphyromonas_s__uenonis
175	0	0	117	75	22	272	0	0	0	0	459	58	0	0	0	0	0	2	68	0	0	0	0	0	81	0	0	0	0	0	0	0	53	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Erysipelotrichia; D_3__o__Erysipelotrichales; D_4__f__Erysipelotrichaceae; D_5__g__Solobacterium; D_6__g__Solobacterium_s__moorei
176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	504	0	0	0	0	807	38	0	69	0	0	0	0	0	0	0	0	0	0	0	0	11	49	0	0	0	0	0	0	64	185	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Leptotrichiaceae; D_5__g__Leptotrichia; D_6__g__Leptotrichia_s__wadei
177	0	28	0	82	0	57	0	0	0	0	84	213	0	0	0	0	0	76	0	0	0	0	0	0	0	146	0	0	0	0	0	69	36	197	0	30	0	33	0	47	55	0	0	39	0	0	74	42	0	313	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Actinomycetales; D_4__f__Actinomycetaceae; D_5__g__Actinomyces; D_6__g__Actinomyces_s__massiliensis
178	570	0	61	37	0	43	0	0	0	0	646	27	140	4	0	0	0	0	106	0	0	0	19	0	0	0	0	0	121	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__nucleatum
179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Betaproteobacteria; D_3__o__Neisseriales; D_4__f__Neisseriaceae; D_5__g__Neisseria; D_6__g__Neisseria_s__flava
180	0	0	0	0	0	0	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Coriobacteriia; D_3__o__Coriobacteriales; D_4__f__Coriobacteriaceae; D_5__g__Fannyhessea; D_6__g__Fannyhessea_s__sp._HMT_416
181	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	64	1079	0	0	0	0	0	0	0	0	0	0	0	0	152	37	0	411	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Betaproteobacteria; D_3__o__Neisseriales; D_4__f__Neisseriaceae; D_5__g__Neisseria; D_6__g__Neisseria_s__flavescens
182	0	0	0	75	0	0	0	39	0	0	0	73	0	0	0	0	0	0	0	91	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	113	0	100	0	0	57	0	0	884	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Veillonella; D_6__g__Veillonella_s__sp._HMT_780
183	0	0	191	0	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	68	0	0	0	403	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Dialister; D_6__g__Dialister_s__pneumosintes
184	0	0	0	65	0	130	0	0	0	0	1441	51	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Tissierellia; D_3__o__Tissierellales; D_4__f__Peptoniphilaceae; D_5__g__Parvimonas; D_6__g__Parvimonas_s__sp._HMT_110
185	456	0	93	17	0	57	0	0	0	0	530	25	116	11	0	0	0	0	93	0	0	0	15	0	0	0	0	0	328	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__nucleatum
186	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	72	0	0	0	0	14	0	0	309	0	0	0	0	0	0	45	0	0	140	0	112	35	0	0	0	0	886	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Veillonella; D_6__g__Veillonella_s__sp._HMT_780
187	0	0	0	0	0	13	89	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	31	181	0	0	0	0	0	0	195	623	0	132	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Aerococcaceae; D_5__g__Abiotrophia; D_6__g__Abiotrophia_s__defectiva
188	0	262	0	42	0	75	0	91	0	0	0	89	0	17	0	0	18	139	0	145	0	6	0	0	0	41	0	0	0	31	0	0	63	95	0	0	0	0	38	45	0	0	0	0	0	0	0	0	0	43	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Clostridia; D_3__o__Eubacteriales; D_4__f__Lachnospiraceae; D_5__g__Lachnoanaerobaculum; D_6__g__Lachnoanaerobaculum_s__umeaense
189	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Leptotrichiaceae; D_5__g__Leptotrichia; D_6__g__Leptotrichia_s__hongkongensis
190	0	0	0	0	0	0	77	366	0	466	0	0	0	44	0	0	0	52	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	25	0	0	0	0	277	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Corynebacteriales; D_4__f__Corynebacteriaceae; D_5__g__Corynebacterium; D_6__g__Corynebacterium_s__matruchotii
191	0	181	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	191	0	0	0	0	0	0	0	0	0	0	215	579	29	174	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Flavobacteriia; D_3__o__Flavobacteriales; D_4__f__Weeksellaceae; D_5__g__Riemerella; D_6__g__Riemerella_s__sp._HMT_322
192	0	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	161	166	124	0	0	0	367	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Gammaproteobacteria; D_3__o__Pasteurellales; D_4__f__Pasteurellaceae; D_5__g__Haemophilus; D_6__g__Haemophilus_s__parainfluenzae
193	0	27	45	112	0	0	0	87	0	0	100	90	0	48	0	0	0	60	0	219	0	0	0	0	0	74	0	0	0	0	0	0	0	42	0	0	72	0	0	0	40	0	0	33	0	0	76	42	0	44	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Actinomycetales; D_4__f__Actinomycetaceae; D_5__g__Actinomyces; D_6__g__Actinomyces_s__naeslundii
194	0	0	0	46	0	122	0	0	0	0	1316	48	62	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Tissierellia; D_3__o__Tissierellales; D_4__f__Peptoniphilaceae; D_5__g__Parvimonas; D_6__g__Parvimonas_s__sp._HMT_110
195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	23	465	23	0	0	0	802	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	160	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Leptotrichiaceae; D_5__g__Leptotrichia; D_6__g__Leptotrichia_s__wadei
196	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	87	75	0	0	0	0	0	0	0	0	0	204	0	950	0	0	0	0	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Gammaproteobacteria; D_3__o__Pasteurellales; D_4__f__Pasteurellaceae; D_5__g__Haemophilus; D_6__g__Haemophilus_s__parainfluenzae
197	0	0	0	0	0	7	0	0	0	0	5	2	0	0	0	0	0	0	551	16	0	0	0	0	0	3	0	0	1	0	0	0	479	0	0	0	209	0	0	0	0	0	0	0	0	0	375	0	0	1	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__nucleatum
198	0	167	0	0	0	55	0	39	0	0	0	0	0	0	0	0	0	108	0	288	0	0	37	16	0	0	0	0	0	395	0	0	0	31	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	114	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Actinomycetales; D_4__f__Actinomycetaceae; D_5__g__Actinomyces; D_6__g__Actinomyces_s__sp._HMT_169
199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__nucleatum
200	0	99	0	89	0	0	0	0	0	0	0	89	0	0	0	37	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	131	73	153	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Veillonella; D_6__g__Veillonella_s__parvula
201	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879	116	0	0	2	0	0	0	0	0	0	0	0	0	0	0	106	64	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__sp._HMT_472
202	0	13	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	49	0	0	0	66	0	0	469	224	105	296	0	44	0	0	128	0	0	0	0	0	0	9	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Porphyromonadaceae; D_5__g__Porphyromonas; D_6__g__Porphyromonas_s__sp._HMT_930
203	0	33	0	0	0	0	13	39	0	0	0	27	0	0	0	0	0	0	0	0	0	0	12	0	0	59	0	0	0	0	0	0	0	776	0	0	6	0	46	199	0	0	0	0	0	0	0	0	0	37	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Clostridia; D_3__o__Eubacteriales; D_4__f__Ruminococcaceae; D_5__g__Ruminococcaceae_[G-1]; D_6__g__Ruminococcaceae_[G-1]_s__bacterium_HMT_075
204	0	2	0	22	0	0	0	0	1056	0	0	5	0	0	0	0	0	0	25	108	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	15	2	0	0	4	22	0	92	194	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Veillonella; D_6__g__Veillonella_s__parvula
205	0	50	0	0	0	0	10	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	135	92	0	0	0	0	0	0	748	235	0	165	0	0	0	0	0	98	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Gammaproteobacteria; D_3__o__Pasteurellales; D_4__f__Pasteurellaceae; D_5__g__Haemophilus; D_6__g__Haemophilus_s__sp._HMT_036
206	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	571	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	136	0	118	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Gammaproteobacteria; D_3__o__Pasteurellales; D_4__f__Pasteurellaceae; D_5__g__Haemophilus; D_6__g__Haemophilus_s__parainfluenzae
207	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	31	0	134	0	0	0	0	322	0	0	231	0	0	0	0	0	63	0	100	0	0	53	16	59	0	0	96	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Clostridia; D_3__o__Eubacteriales; D_4__f__Lachnospiraceae; D_5__g__Lachnoanaerobaculum; D_6__g__Lachnoanaerobaculum_s__saburreum
208	321	78	0	0	93	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	819	0	0	0	0	0	0	0	0	0	100	0	0	0	18	0	0	0	0	0	0	0	0	0	50	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__histicola
209	0	0	0	34	0	14	23	48	0	512	0	11	0	73	0	0	0	0	0	147	0	16	0	0	0	94	0	0	0	0	0	106	0	0	0	152	40	80	0	13	0	0	0	0	0	0	0	113	0	87	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Micrococcales; D_4__f__Micrococcaceae; D_5__g__Rothia; D_6__g__Rothia_s__aeria
210	0	53	0	19	0	0	0	0	0	0	0	36	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__saccharolytica
211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	34	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Porphyromonadaceae; D_5__g__Porphyromonas; D_6__g__Porphyromonas_s__endodontalis
212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	68	374	0	282	0	0	169	127	0	0	0	0	0	0	0	0	0	247	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Corynebacteriales; D_4__f__Corynebacteriaceae; D_5__g__Corynebacterium; D_6__g__Corynebacterium_s__matruchotii
213	0	0	0	0	0	0	0	0	0	1446	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Flavobacteriia; D_3__o__Flavobacteriales; D_4__f__Flavobacteriaceae; D_5__g__Capnocytophaga; D_6__g__Capnocytophaga_s__sp._HMT_864
214	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	58	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Flavobacteriia; D_3__o__Flavobacteriales; D_4__f__Flavobacteriaceae; D_5__g__Capnocytophaga; D_6__g__Capnocytophaga_s__sp._HMT_323
215	0	0	0	224	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	41	0	0	0	670	0	0	0	0	0	0	0	0	0	76	0	0	0	181	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Leptotrichiaceae; D_5__g__Leptotrichia; D_6__g__Leptotrichia_s__shahii
216	0	0	0	0	0	0	0	106	0	0	0	101	0	0	0	0	76	183	0	0	0	0	0	0	0	123	0	0	0	0	0	0	286	368	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	137	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Gammaproteobacteria; D_3__o__Pasteurellales; D_4__f__Pasteurellaceae; D_5__g__Haemophilus; D_6__g__Haemophilus_s__sp._HMT_036
217	0	0	122	73	0	0	0	0	0	0	0	0	0	21	0	0	34	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	80	31	55	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Saccharibacteria_(TM7); D_2__c__Saccharibacteria_(TM7)_[C-1]; D_3__o__Saccharibacteria_(TM7)_[O-1]; D_4__f__Saccharibacteria_(TM7)_[F-1]; D_5__g__Saccharibacteria_(TM7)_[G-1]; D_6__g__Saccharibacteria_(TM7)_[G-1]_s__bacterium_HMT_346
218	213	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	124	0	0	771	0	0	0	0	0	47	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Alloprevotella; D_6__g__Alloprevotella_s__tannerae
219	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	36	0	370	0	0	0	530	304	1	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Flavobacteriia; D_3__o__Flavobacteriales; D_4__f__Flavobacteriaceae; D_5__g__Capnocytophaga; D_6__g__Capnocytophaga_s__gingivalis
220	0	0	0	0	0	0	0	366	0	0	0	94	0	0	0	0	0	91	0	134	0	0	0	0	0	0	0	0	0	298	0	115	0	0	0	75	0	0	47	92	0	0	0	0	0	0	0	125	0	0	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Actinomycetales; D_4__f__Actinomycetaceae; D_5__g__Actinomyces; D_6__g__Actinomyces_s__oris
221	0	0	0	78	0	60	0	52	0	0	105	138	0	63	0	0	0	74	0	0	0	0	0	0	0	96	0	0	0	0	0	51	36	193	0	0	0	0	0	32	49	0	0	0	0	0	44	46	0	274	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Actinomycetales; D_4__f__Actinomycetaceae; D_5__g__Actinomyces; D_6__g__Actinomyces_s__massiliensis
222	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__veroralis
223	0	0	0	89	0	146	0	0	0	0	0	53	0	0	0	0	0	0	0	66	0	33	527	10	83	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	48	93	0	0	0	0	38	42	0	111	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Streptococcaceae; D_5__g__Streptococcus; D_6__g__Streptococcus_s__salivarius
224	0	0	0	1	0	0	82	0	0	0	0	17	0	0	0	0	0	150	0	0	0	0	0	0	0	110	0	0	0	0	0	273	0	0	0	0	123	95	22	0	0	0	0	0	57	0	52	56	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Flavobacteriia; D_3__o__Flavobacteriales; D_4__f__Flavobacteriaceae; D_5__g__Capnocytophaga; D_6__g__Capnocytophaga_s__gingivalis
225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1406	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Veillonella; D_6__g__Veillonella_s__parvula
226	0	372	0	0	0	0	243	361	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Betaproteobacteria; D_3__o__Neisseriales; D_4__f__Neisseriaceae; D_5__g__Neisseria; D_6__g__Neisseria_s__subflava
227	0	79	0	133	0	275	42	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632	0	0	0	68	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__salivae
228	0	0	115	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	288	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__nucleatum
229	0	0	0	0	0	0	0	0	0	0	0	1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Saccharibacteria_(TM7); D_2__c__Saccharibacteria_(TM7)_[C-1]; D_3__o__Saccharibacteria_(TM7)_[O-1]; D_4__f__Saccharibacteria_(TM7)_[F-1]; D_5__g__Saccharibacteria_(TM7)_[G-1]; D_6__g__Saccharibacteria_(TM7)_[G-1]_s__bacterium_HMT_346
230	0	0	0	45	9	0	88	123	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	99	259	0	0	0	0	0	0	57	42	0	0	0	0	131	185	0	0	0	0	0	0	0	0	32	242	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Gammaproteobacteria; D_3__o__Pasteurellales; D_4__f__Pasteurellaceae; D_5__g__Aggregatibacter; D_6__g__Aggregatibacter_s__sp._HMT_513
231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	304	0	0	144	61	0	0	0	0	0	0	0	303	0	118	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Veillonella; D_6__g__Veillonella_s__dispar
232	0	0	525	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	321	0	0	0	0	0	146	0	D_0__k__Bacteria; D_1__p__Spirochaetes; D_2__c__Spirochaetia; D_3__o__Spirochaetales; D_4__f__Treponemataceae; D_5__g__Treponema; D_6__g__Treponema_s__denticola
233	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	717	0	188	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Streptococcaceae; D_5__g__Streptococcus; D_6__g__Streptococcus_s__constellatus
234	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Dialister; D_6__g__Dialister_s__invisus
235	0	76	0	0	9	0	0	0	0	0	0	0	0	0	0	46	0	96	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	87	73	74	0	0	0	0	0	0	0	99	382	0	283	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Flavobacteriia; D_3__o__Flavobacteriales; D_4__f__Flavobacteriaceae; D_5__g__Capnocytophaga; D_6__g__Capnocytophaga_s__granulosa
236	0	561	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	17	114	0	25	76	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	60	89	0	0	0	176	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Porphyromonadaceae; D_5__g__Porphyromonas; D_6__g__Porphyromonas_s__pasteri
