"","Description.x","ID","Feature","group","Description.y"
"23","Quorum sensing","ko02024","K12296","Plaque","comX1_2; competence protein ComX"
"24","Quorum sensing","ko02024","K20345","Plaque","blpB; membrane fusion protein, peptide pheromone/bacteriocin exporter"
"25","Biosynthesis of cofactors","ko01240","K00254","Plaque","DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]"
"26","Biosynthesis of cofactors","ko01240","K00355","Plaque","NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]"
"27","Biosynthesis of cofactors","ko01240","K21977","Plaque","coaB; phosphopantothenate---cysteine ligase (CTP) [EC:6.3.2.5]"
"28","Biosynthesis of cofactors","ko01240","K22316","Plaque","rhnA-cobC; ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73]"
"29","Biosynthesis of cofactors","ko01240","K19965","Plaque","folQ; dihydroneopterin triphosphate pyrophosphohydrolase [EC:3.6.1.67]"
"30","Biosynthesis of cofactors","ko01240","K02496","Plaque","hemX; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]"
"31","Biosynthesis of cofactors","ko01240","K08310","Plaque","nudB, ntpA; dihydroneopterin triphosphate diphosphatase [EC:3.6.1.67]"
"32","Biosynthesis of cofactors","ko01240","K01195","Plaque","uidA, GUSB; beta-glucuronidase [EC:3.2.1.31]"
"33","Biosynthesis of cofactors","ko01240","K03182","Plaque","ubiD; 4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]"
"34","Biosynthesis of cofactors","ko01240","K08973","Plaque","hemJ; protoporphyrinogen IX oxidase [EC:1.3.99.-]"
"35","Biosynthesis of cofactors","ko01240","K01497","Plaque","ribA, RIB1; GTP cyclohydrolase II [EC:3.5.4.25]"
"36","Biosynthesis of cofactors","ko01240","K01920","Plaque","gshB; glutathione synthase [EC:6.3.2.3]"
"37","Biosynthesis of cofactors","ko01240","K01919","Plaque","gshA; glutamate--cysteine ligase [EC:6.3.2.2]"
"38","Biosynthesis of cofactors","ko01240","K02302","Plaque","cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]"
"39","Biosynthesis of cofactors","ko01240","K00230","Plaque","hemG; menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]"
"40","Biosynthesis of cofactors","ko01240","K03181","Plaque","ubiC; chorismate lyase [EC:4.1.3.40]"
"41","Biosynthesis of cofactors","ko01240","K00228","Plaque","CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]"
"42","Biosynthesis of cofactors","ko01240","K01599","Plaque","hemE, UROD; uroporphyrinogen decarboxylase [EC:4.1.1.37]"
"43","Biosynthesis of cofactors","ko01240","K03186","Plaque","ubiX, bsdB, PAD1; flavin prenyltransferase [EC:2.5.1.129]"
"44","Biosynthesis of cofactors","ko01240","K00226","Plaque","pyrD; dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]"
"45","Biosynthesis of cofactors","ko01240","K13940","Plaque","sulD; dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:4.1.2.25 2.7.6.3]"
"46","Biosynthesis of cofactors","ko01240","K02170","Plaque","bioH; pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]"
"47","Biosynthesis of cofactors","ko01240","K00568","Plaque","ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]"
"48","Biosynthesis of cofactors","ko01240","K03342","Plaque","pabBC; para-aminobenzoate synthetase / 4-amino-4-deoxychorismate lyase [EC:2.6.1.85 4.1.3.38]"
"49","Oxidative phosphorylation","ko00190","K00406","Plaque","ccoP; cytochrome c oxidase cbb3-type subunit III"
"50","Oxidative phosphorylation","ko00190","K03889","Plaque","qcrC; quinol---cytochrome-c reductase cytochrome c subunit [EC:7.1.1.8]"
"51","Oxidative phosphorylation","ko00190","K03890","Plaque","qcrA; quinol---cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]"
"52","Oxidative phosphorylation","ko00190","K03891","Plaque","qcrB; quinol---cytochrome-c reductase cytochrome b subunit [EC:7.1.1.8]"
"53","Oxidative phosphorylation","ko00190","K00332","Plaque","nuoC; NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]"
"54","Oxidative phosphorylation","ko00190","K00413","Plaque","CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit"
"55","Oxidative phosphorylation","ko00190","K00412","Plaque","CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit"
"56","Oxidative phosphorylation","ko00190","K00405","Plaque","ccoO; cytochrome c oxidase cbb3-type subunit II"
"57","Oxidative phosphorylation","ko00190","K00407","Plaque","ccoQ; cytochrome c oxidase cbb3-type subunit IV"
"58","Oxidative phosphorylation","ko00190","K02119","Plaque","ATPVC, ntpC, atpC; V/A-type H+/Na+-transporting ATPase subunit C"
"59","Oxidative phosphorylation","ko00190","K00404","Plaque","ccoN; cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]"
"60","Oxidative phosphorylation","ko00190","K00411","Plaque","UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]"
"61","Oxidative phosphorylation","ko00190","K00242","Plaque","sdhD, frdD; succinate dehydrogenase membrane anchor subunit"
"62","Oxidative phosphorylation","ko00190","K02122","Plaque","ATPVF, ntpF, atpF; V/A-type H+/Na+-transporting ATPase subunit F"
"63","Oxidative phosphorylation","ko00190","K22468","Plaque","ppk2; polyphosphate kinase [EC:2.7.4.34]"
"64","Oxidative phosphorylation","ko00190","K00335","Plaque","nuoF; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]"
"65","Oxidative phosphorylation","ko00190","K00247","Plaque","frdD; succinate dehydrogenase subunit D"
"66","Starch and sucrose metabolism","ko00500","K06896","Plaque","mapP; maltose 6'-phosphate phosphatase [EC:3.1.3.90]"
"67","Starch and sucrose metabolism","ko00500","K16146","Plaque","pep2; maltokinase [EC:2.7.1.175]"
"68","Starch and sucrose metabolism","ko00500","K20108","Plaque","malT; maltose PTS system EIICB or EIICBA component [EC:2.7.1.208]"
"69","Starch and sucrose metabolism","ko00500","K02438","Plaque","glgX; glycogen debranching enzyme [EC:3.2.1.196]"
"70","Starch and sucrose metabolism","ko00500","K01208","Plaque","cd, ma, nplT; cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase [EC:3.2.1.54 3.2.1.133 3.2.1.135]"
"71","Starch and sucrose metabolism","ko00500","K16148","Plaque","glgM; alpha-maltose-1-phosphate synthase [EC:2.4.1.342]"
"72","Starch and sucrose metabolism","ko00500","K13057","Plaque","treT; trehalose synthase [EC:2.4.1.245]"
"73","Starch and sucrose metabolism","ko00500","K18775","Plaque","lf2; levanbiose-producing levanase [EC:3.2.1.64]"
"74","Starch and sucrose metabolism","ko00500","K00689","Plaque","E2.4.1.5; dextransucrase [EC:2.4.1.5]"
"75","Starch and sucrose metabolism","ko00500","K15778","Plaque","pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]"
"76","Starch and sucrose metabolism","ko00500","K05341","Plaque","ams; amylosucrase [EC:2.4.1.4]"
"77","Starch and sucrose metabolism","ko00500","K01236","Plaque","treZ, glgZ; maltooligosyltrehalose trehalohydrolase [EC:3.2.1.141]"
"78","Starch and sucrose metabolism","ko00500","K01212","Plaque","sacC, levB; levanase [EC:3.2.1.65]"
"79","Starch and sucrose metabolism","ko00500","K01200","Plaque","pulA; pullulanase [EC:3.2.1.41]"
"80","Starch and sucrose metabolism","ko00500","K00690","Plaque","E2.4.1.7; sucrose phosphorylase [EC:2.4.1.7]"
"81","Amino sugar and nucleotide sugar metabolism","ko00520","K00992","Plaque","murU; N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]"
"82","Amino sugar and nucleotide sugar metabolism","ko00520","K22292","Plaque","mupP; N-acetyl-D-muramate 6-phosphate phosphatase [EC:3.1.3.105]"
"83","Amino sugar and nucleotide sugar metabolism","ko00520","K02793","Plaque","manXa; mannose PTS system EIIA component [EC:2.7.1.191]"
"84","Amino sugar and nucleotide sugar metabolism","ko00520","K02796","Plaque","manZ; mannose PTS system EIID component"
"85","Amino sugar and nucleotide sugar metabolism","ko00520","K02795","Plaque","manY; mannose PTS system EIIC component"
"86","Amino sugar and nucleotide sugar metabolism","ko00520","K07102","Plaque","amgK; N-acetylmuramate 1-kinase [EC:2.7.1.221]"
"87","Amino sugar and nucleotide sugar metabolism","ko00520","K02794","Plaque","manX; mannose PTS system EIIAB component [EC:2.7.1.191]"
"88","Amino sugar and nucleotide sugar metabolism","ko00520","K02473","Plaque","wbpP; UDP-N-acetylglucosamine/UDP-N-acetyl-alpha-D-glucosaminouronate 4-epimerase [EC:5.1.3.7 5.1.3.45]"
"89","Amino sugar and nucleotide sugar metabolism","ko00520","K00886","Plaque","ppgK; polyphosphate glucokinase [EC:2.7.1.63]"
"90","Amino sugar and nucleotide sugar metabolism","ko00520","K00066","Plaque","algD; GDP-mannose 6-dehydrogenase [EC:1.1.1.132]"
"91","Amino sugar and nucleotide sugar metabolism","ko00520","K15778","Plaque","pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]"
"92","Amino sugar and nucleotide sugar metabolism","ko00520","K02744","Plaque","agaF; N-acetylgalactosamine PTS system EIIA component [EC:2.7.1.-]"
"93","Amino sugar and nucleotide sugar metabolism","ko00520","K09001","Plaque","anmK; anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]"
"94","Amino sugar and nucleotide sugar metabolism","ko00520","K00965","Plaque","galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]"
"95","Amino sugar and nucleotide sugar metabolism","ko00520","K02746","Plaque","agaW; N-acetylgalactosamine PTS system EIIC component"
"96","Biosynthesis of nucleotide sugars","ko01250","K13020","Plaque","wlbA, bplA; UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]"
"97","Biosynthesis of nucleotide sugars","ko01250","K00992","Plaque","murU; N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]"
"98","Biosynthesis of nucleotide sugars","ko01250","K22292","Plaque","mupP; N-acetyl-D-muramate 6-phosphate phosphatase [EC:3.1.3.105]"
"99","Biosynthesis of nucleotide sugars","ko01250","K07102","Plaque","amgK; N-acetylmuramate 1-kinase [EC:2.7.1.221]"
"100","Biosynthesis of nucleotide sugars","ko01250","K00523","Plaque","ascD, ddhD, rfbI; CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]"
"101","Biosynthesis of nucleotide sugars","ko01250","K02473","Plaque","wbpP; UDP-N-acetylglucosamine/UDP-N-acetyl-alpha-D-glucosaminouronate 4-epimerase [EC:5.1.3.7 5.1.3.45]"
"102","Biosynthesis of nucleotide sugars","ko01250","K00886","Plaque","ppgK; polyphosphate glucokinase [EC:2.7.1.63]"
"103","Biosynthesis of nucleotide sugars","ko01250","K19180","Plaque","tll; dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD+) [EC:1.1.1.339]"
"104","Biosynthesis of nucleotide sugars","ko01250","K00066","Plaque","algD; GDP-mannose 6-dehydrogenase [EC:1.1.1.132]"
"105","Biosynthesis of nucleotide sugars","ko01250","K15778","Plaque","pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]"
"106","Biosynthesis of nucleotide sugars","ko01250","K03274","Plaque","gmhD, rfaD; ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]"
"107","Biosynthesis of nucleotide sugars","ko01250","K09001","Plaque","anmK; anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]"
"108","Biosynthesis of nucleotide sugars","ko01250","K21344","Plaque","rfaE1; D-glycero-beta-D-manno-heptose-7-phosphate kinase [EC:2.7.1.167]"
"109","Biosynthesis of nucleotide sugars","ko01250","K00965","Plaque","galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]"
"110","Biosynthesis of nucleotide sugars","ko01250","K17947","Plaque","wbiB; dTDP-L-rhamnose 4-epimerase [EC:5.1.3.25]"
"111","Purine metabolism","ko00230","K21053","Plaque","ade; adenine deaminase [EC:3.5.4.2]"
"112","Purine metabolism","ko00230","K01525","Plaque","apaH; bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]"
"113","Purine metabolism","ko00230","K00956","Plaque","cysN; sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]"
"114","Purine metabolism","ko00230","K00957","Plaque","cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]"
"115","Purine metabolism","ko00230","K15778","Plaque","pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]"
"116","Purine metabolism","ko00230","K19710","Plaque","E2.7.7.53; ATP adenylyltransferase [EC:2.7.7.53]"
"117","Purine metabolism","ko00230","K11788","Plaque","ADE5; phosphoribosylamine--glycine ligase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 6.3.3.1]"
"118","Purine metabolism","ko00230","K01430","Plaque","ureA; urease subunit gamma [EC:3.5.1.5]"
"119","Purine metabolism","ko00230","K01428","Plaque","ureC; urease subunit alpha [EC:3.5.1.5]"
"120","Purine metabolism","ko00230","K01429","Plaque","ureB; urease subunit beta [EC:3.5.1.5]"
"121","Purine metabolism","ko00230","K01120","Plaque","cpdP; 3',5'-cyclic-nucleotide phosphodiesterase [EC:3.1.4.17]"
"122","Purine metabolism","ko00230","K08693","Plaque","yfkN; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase [EC:3.1.4.16 3.1.3.6 3.1.3.5]"
"123","Purine metabolism","ko00230","K15780","Plaque","tilS-hprT; bifunctional protein TilS/HprT [EC:6.3.4.19 2.4.2.8]"
"124","Purine metabolism","ko00230","K01589","Plaque","purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]"
"125","Phosphotransferase system (PTS)","ko02060","K02788","Plaque","lacE; lactose PTS system EIICB component [EC:2.7.1.207]"
"126","Phosphotransferase system (PTS)","ko02060","K20108","Plaque","malT; maltose PTS system EIICB or EIICBA component [EC:2.7.1.208]"
"127","Phosphotransferase system (PTS)","ko02060","K20113","Plaque","gatB; galactose PTS system EIIB component [EC:2.7.1.204]"
"128","Phosphotransferase system (PTS)","ko02060","K20114","Plaque","gatC; galactose PTS system EIIC component"
"129","Phosphotransferase system (PTS)","ko02060","K20112","Plaque","gatA; galactose PTS system EIIA component [EC:2.7.1.204]"
"130","Phosphotransferase system (PTS)","ko02060","K02793","Plaque","manXa; mannose PTS system EIIA component [EC:2.7.1.191]"
"131","Phosphotransferase system (PTS)","ko02060","K02796","Plaque","manZ; mannose PTS system EIID component"
"132","Phosphotransferase system (PTS)","ko02060","K02795","Plaque","manY; mannose PTS system EIIC component"
"133","Phosphotransferase system (PTS)","ko02060","K02794","Plaque","manX; mannose PTS system EIIAB component [EC:2.7.1.191]"
"134","Phosphotransferase system (PTS)","ko02060","K02771","Plaque","levG; fructose PTS system EIID component"
"135","Phosphotransferase system (PTS)","ko02060","K02744","Plaque","agaF; N-acetylgalactosamine PTS system EIIA component [EC:2.7.1.-]"
"136","Phosphotransferase system (PTS)","ko02060","K02786","Plaque","lacF; lactose PTS system EIIA component [EC:2.7.1.207]"
"137","Phosphotransferase system (PTS)","ko02060","K02746","Plaque","agaW; N-acetylgalactosamine PTS system EIIC component"
"138","Pyruvate metabolism","ko00620","K13953","Plaque","adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]"
"139","Pyruvate metabolism","ko00620","K11263","Plaque","bccA, pccA, accA3; acetyl-CoA/propionyl-CoA/long-chain acyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.4.1.- 6.3.4.14]"
"140","Pyruvate metabolism","ko00620","K01595","Plaque","ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]"
"141","Pyruvate metabolism","ko00620","K04072","Plaque","adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]"
"142","Pyruvate metabolism","ko00620","K00163","Plaque","aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]"
"143","Pyruvate metabolism","ko00620","K20370","Plaque","PEPCK; phosphoenolpyruvate carboxykinase (diphosphate) [EC:4.1.1.38]"
"144","Pyruvate metabolism","ko00620","K00101","Plaque","lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]"
"145","Pyruvate metabolism","ko00620","K07248","Plaque","aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]"
"146","Pyruvate metabolism","ko00620","K03777","Plaque","dld; D-lactate dehydrogenase (quinone) [EC:1.1.5.12]"
"147","Pyruvate metabolism","ko00620","K00121","Plaque","frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]"
"148","Pyruvate metabolism","ko00620","K00161","Plaque","PDHA, pdhA; pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1]"
"149","Pyruvate metabolism","ko00620","K00162","Plaque","PDHB, pdhB; pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]"
"150","Pyruvate metabolism","ko00620","K00247","Plaque","frdD; succinate dehydrogenase subunit D"
"151","Galactose metabolism","ko00052","K02788","Plaque","lacE; lactose PTS system EIICB component [EC:2.7.1.207]"
"152","Galactose metabolism","ko00052","K01819","Plaque","E5.3.1.26, lacA, lacB; galactose-6-phosphate isomerase [EC:5.3.1.26]"
"153","Galactose metabolism","ko00052","K01220","Plaque","E3.2.1.85, lacG; 6-phospho-beta-galactosidase [EC:3.2.1.85]"
"154","Galactose metabolism","ko00052","K12308","Plaque","bgaB, lacA; beta-galactosidase [EC:3.2.1.23]"
"155","Galactose metabolism","ko00052","K02082","Plaque","agaS; D-galactosamine 6-phosphate deaminase/isomerase [EC:3.5.99.-]"
"156","Galactose metabolism","ko00052","K15778","Plaque","pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]"
"157","Galactose metabolism","ko00052","K01635","Plaque","lacD; tagatose 1,6-diphosphate aldolase [EC:4.1.2.40]"
"158","Galactose metabolism","ko00052","K02744","Plaque","agaF; N-acetylgalactosamine PTS system EIIA component [EC:2.7.1.-]"
"159","Galactose metabolism","ko00052","K00965","Plaque","galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]"
"160","Galactose metabolism","ko00052","K02786","Plaque","lacF; lactose PTS system EIIA component [EC:2.7.1.207]"
"161","Galactose metabolism","ko00052","K02746","Plaque","agaW; N-acetylgalactosamine PTS system EIIC component"
"162","Glycolysis / Gluconeogenesis","ko00010","K13953","Plaque","adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]"
"163","Glycolysis / Gluconeogenesis","ko00010","K00131","Plaque","gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]"
"164","Glycolysis / Gluconeogenesis","ko00010","K04072","Plaque","adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]"
"165","Glycolysis / Gluconeogenesis","ko00010","K00163","Plaque","aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]"
"166","Glycolysis / Gluconeogenesis","ko00010","K00886","Plaque","ppgK; polyphosphate glucokinase [EC:2.7.1.63]"
"167","Glycolysis / Gluconeogenesis","ko00010","K03841","Plaque","FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]"
"168","Glycolysis / Gluconeogenesis","ko00010","K15778","Plaque","pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]"
"169","Glycolysis / Gluconeogenesis","ko00010","K00121","Plaque","frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]"
"170","Glycolysis / Gluconeogenesis","ko00010","K00161","Plaque","PDHA, pdhA; pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1]"
"171","Glycolysis / Gluconeogenesis","ko00010","K00162","Plaque","PDHB, pdhB; pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]"
"172","Glycolysis / Gluconeogenesis","ko00010","K01792","Plaque","E5.1.3.15; glucose-6-phosphate 1-epimerase [EC:5.1.3.15]"
"173","Sulfur metabolism","ko00920","K02046","Plaque","cysU; sulfate/thiosulfate transport system permease protein"
"174","Sulfur metabolism","ko00920","K02047","Plaque","cysW; sulfate/thiosulfate transport system permease protein"
"175","Sulfur metabolism","ko00920","K20035","Plaque","dmdC; 3-(methylsulfanyl)propanoyl-CoA dehydrogenase [EC:1.3.99.41]"
"176","Sulfur metabolism","ko00920","K02048","Plaque","cysP; sulfate/thiosulfate transport system substrate-binding protein"
"177","Sulfur metabolism","ko00920","K00956","Plaque","cysN; sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]"
"178","Sulfur metabolism","ko00920","K00957","Plaque","cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]"
"179","Sulfur metabolism","ko00920","K00185","Plaque","dmsC; dimethyl sulfoxide reductase membrane subunit"
"180","Sulfur metabolism","ko00920","K17226","Plaque","soxY; sulfur-oxidizing protein SoxY"
"181","Sulfur metabolism","ko00920","K17227","Plaque","soxZ; sulfur-oxidizing protein SoxZ"
"182","Sulfur metabolism","ko00920","K02045","Plaque","cysA; sulfate/thiosulfate transport system ATP-binding protein [EC:7.3.2.3]"
"183","Sulfur metabolism","ko00920","K01082","Plaque","cysQ, MET22, BPNT1; 3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]"
"184","Porphyrin metabolism","ko00860","K22316","Plaque","rhnA-cobC; ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73]"
"185","Porphyrin metabolism","ko00860","K02496","Plaque","hemX; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]"
"186","Porphyrin metabolism","ko00860","K07215","Plaque","pigA, hemO; heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58]"
"187","Porphyrin metabolism","ko00860","K01195","Plaque","uidA, GUSB; beta-glucuronidase [EC:3.2.1.31]"
"188","Porphyrin metabolism","ko00860","K08973","Plaque","hemJ; protoporphyrinogen IX oxidase [EC:1.3.99.-]"
"189","Porphyrin metabolism","ko00860","K08100","Plaque","E1.3.3.5; bilirubin oxidase [EC:1.3.3.5]"
"190","Porphyrin metabolism","ko00860","K02302","Plaque","cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]"
"191","Porphyrin metabolism","ko00860","K00230","Plaque","hemG; menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]"
"192","Porphyrin metabolism","ko00860","K00228","Plaque","CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]"
"193","Porphyrin metabolism","ko00860","K01599","Plaque","hemE, UROD; uroporphyrinogen decarboxylase [EC:4.1.1.37]"
"194","Porphyrin metabolism","ko00860","K21480","Plaque","HO, pbsA1, hmuO; heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]"
"195","Arginine and proline metabolism","ko00330","K00613","Plaque","GATM; glycine amidinotransferase [EC:2.1.4.1]"
"196","Arginine and proline metabolism","ko00330","K00797","Plaque","speE, SRM, SPE3; spermidine synthase [EC:2.5.1.16]"
"197","Arginine and proline metabolism","ko00330","K09471","Plaque","puuB, ordL; gamma-glutamylputrescine oxidase [EC:1.4.3.-]"
"198","Arginine and proline metabolism","ko00330","K00147","Plaque","proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]"
"199","Arginine and proline metabolism","ko00330","K01426","Plaque","E3.5.1.4, amiE; amidase [EC:3.5.1.4]"
"200","Arginine and proline metabolism","ko00330","K01259","Plaque","pip; proline iminopeptidase [EC:3.4.11.5]"
"201","Arginine and proline metabolism","ko00330","K03343","Plaque","puo; putrescine oxidase [EC:1.4.3.10]"
"202","Arginine and proline metabolism","ko00330","K00316","Plaque","spdH; spermidine dehydrogenase [EC:1.5.99.6]"
"203","Arginine and proline metabolism","ko00330","K00931","Plaque","proB; glutamate 5-kinase [EC:2.7.2.11]"
"204","Arginine and proline metabolism","ko00330","K00813","Plaque","aspC; aspartate aminotransferase [EC:2.6.1.1]"
"205","Fructose and mannose metabolism","ko00051","K01820","Plaque","rhaA; L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]"
